MLV_ID,Nombre,Precio_Numerico,Score,Opiniones,Ventas_Estimadas,Visitas_10dias,EnvioGratis,Vendedor_Nombre,Vendedor_Estatus,Vendedor_Seguidores,Vendedor_Productos,Vendedor_Ventas,Vendedor_Recomendacion,Vendedor_AniosML,Vendedor_Link,Ubicacion_Tienda,Categoria,Subcategorias,Categorias,Marca,Modelo,Especificaciones,Imagen,Link_Producto,Google_Breakout_Vendedor,DeepExtracted,Synced_At
MLV793974044,Tensiometro Manual Kit Completo Con Estetoscopio Certificado Manual,19.99,4.8,316,500,0,Sí,Vendedores Certificados Salud,MercadoLíder Platinum,150,5,5000,100,3,https://www.mercadolibre.com.ve/pagina/conteccomercia,"Mun. Libertador (Oeste), Distrito Capital",Estética y Belleza,Salud > Cuidado de la Salud > Tensiómetros > Aneroides,Estética y Belleza > Salud > Cuidado de la Salud > Tensiómetros > Aneroides,VIHECARE,aneroid,Marca: VIHECARE | Modelo: aneroid | Nombre del diseño: Manual | Incluye estetoscopio: Sí | Tipo de tensiómetro: Aneroide,https://http2.mlstatic.com/D_NQ_NP_2X_994597-MLV86915366328_072025-F.webp,https://articulo.mercadolibre.com.ve/MLV-793974044-tensiometro-manual-kit-completo-con-estetoscopio-certificado-manual-_JM,https://www.google.com/search?q=%22Vendedores%20Certificados%20Salud%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:04.084Z
MLV715844384,Pistola De Calor Sopladora De Aire Caliente 2000w Tienda,19.99,4.8,262,500,0,Sí,EMETECHNOLOGYS,MercadoLíder Platinum,1700,500,10000,99,4,https://www.mercadolibre.com.ve/pagina/emetechnologys,"Valencia (Valencia), Carabobo",Herramientas,Herramientas Eléctricas > Pistolas de Calor,Herramientas > Herramientas Eléctricas > Pistolas de Calor,GUN,2000W,Marca: GUN | Modelo: 2000W | Potencia: 2 kW | Temperatura mínima - Temperatura máxima: 180 °C - 600 °C | Cantidad de accesorios: 1,https://http2.mlstatic.com/D_NQ_NP_2X_663264-MLV84705067449_052025-F.webp,https://articulo.mercadolibre.com.ve/MLV-715844384-pistola-de-calor-sopladora-de-aire-caliente-2000w-tienda-_JM,https://www.google.com/search?q=%22EMETECHNOLOGYS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:04.575Z
MLV748397517,Cinta De Neon Flex 5 Metros Variedad De Colores Morado,7.91,4.9,136,500,0,Sí,EAGLE TECHNOLOGIC,MercadoLíder Platinum,1200,100,10000,99,13,https://www.mercadolibre.com.ve/pagina/eagletechnologic,"Valencia (Valencia), Carabobo",Hogar y Muebles,Iluminación para el Hogar > Cintas LED,Hogar y Muebles > Iluminación para el Hogar > Cintas LED,Genérica,Neon,Marca: Genérica | Modelo: Neon | Tipo de LED: 2035 | Color de la luz: Morado | Voltaje: 120V | Voltaje de funcionamiento: 12V | Grado de protección: IP65 | Largo: 5 m | Incluye fuente de alimentación: No | Incluye controlador de color: No | Con Wi-Fi: No,https://http2.mlstatic.com/D_NQ_NP_2X_710530-MLV85237635837_052025-F.webp,https://articulo.mercadolibre.com.ve/MLV-748397517-cinta-de-neon-flex-5-metros-variedad-de-colores-morado-_JM,https://www.google.com/search?q=%22EAGLE%20TECHNOLOGIC%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:05.236Z
MLV748596182,Pila Gasolina 2068 Optra Aveo Corsa Getz Bosch Accent,7.47,4.9,118,500,0,Sí,AUTOREPUESTOS RA,MercadoLíder Platinum,1100,500,10000,99,15,https://www.mercadolibre.com.ve/pagina/autorepuestosra,"San Francisco, Zulia",Accesorios para Vehículos,Repuestos Carros y Camionetas > Motor > Bombas > Bombas de Gasolina,Accesorios para Vehículos > Repuestos Carros y Camionetas > Motor > Bombas > Bombas de Gasolina,Bosch,N/A,Marca: Bosch | Número de pieza: 2068 | Tipo de combustible: Gasolina | Tipo de vehículo: Carro/Camioneta | Es eléctrica: No | Incluye filtro: Sí | Incluye kit de montaje: No | Incluye junta o sello: No | Código OEM: 0 580 453 484,https://http2.mlstatic.com/D_NQ_NP_2X_610602-MLA110796258427_042026-F.webp,https://articulo.mercadolibre.com.ve/MLV-748596182-pila-gasolina-2068-optra-aveo-corsa-getz-bosch-accent-_JM,https://www.google.com/search?q=%22AUTOREPUESTOS%20RA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:05.703Z
MLV764013745,Zuncho Para Anillar Suncho Compresor De Anillos 3 Pulgadas,6.99,4.9,16,500,0,Sí,MECANITOOLS,MercadoLíder Platinum,540,100,10000,100,12,https://www.mercadolibre.com.ve/pagina/mecanitools,"Mun. Libertador (Centro), Distrito Capital",Accesorios para Vehículos,Herramientas para Vehículos > Otros,Accesorios para Vehículos > Herramientas para Vehículos > Otros,Zuncho,3 pulgadas,Marca: Zuncho | Modelo: 3 pulgadas,https://http2.mlstatic.com/D_NQ_NP_2X_675331-MLV81127148172_122024-F.webp,https://articulo.mercadolibre.com.ve/MLV-764013745-zuncho-para-anillar-suncho-compresor-de-anillos-3-pulgadas-_JM,https://www.google.com/search?q=%22MECANITOOLS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:06.274Z
MLV799797608,Guantes Deportivos Antiresbalantes Para Gym Crossfit Pesas,6.88,4.8,394,1000,0,Sí,FERMOCAAUTOPARTES,MercadoLíder Platinum,530,25,5000,100,9,https://www.mercadolibre.com.ve/pagina/fermocastore,"Maracaibo, Zulia",Deportes y Fitness,Fitness y Aerobics > Protección y Rehabilitación > Guantes,Deportes y Fitness > Fitness y Aerobics > Protección y Rehabilitación > Guantes,XXX,Guante con muñequera,Marca: XXX | Modelo: Guante con muñequera | Edad: Adultos | Género: Sin género | Materiales: Microfibra y Lycra | Con muñequera: Sí | Marca: XXX | Materiales: Microfibra y Lycra | Género: Sin género | Diseño De La Tela: Lisa,https://http2.mlstatic.com/D_NQ_NP_2X_853341-MLV90428317760_082025-F.webp,https://articulo.mercadolibre.com.ve/MLV-799797608-guantes-deportivos-antiresbalantes-para-gym-crossfit-pesas-_JM,https://www.google.com/search?q=%22FERMOCAAUTOPARTES%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:06.792Z
MLV820285804,Polvo Toner Recarga 1 Kg Hp Ce285a 35a 78a Cf283a Canon 128 Negro,12.92,4.9,153,1000,0,Sí,Venspeed,MercadoLíder Platinum,3000,500,100000,99,14,https://www.mercadolibre.com.ve/tienda/venspeed,"Mun. Chacao (sur), Distrito Capital",Computación,Impresión > Insumos de Impresión > Recargas de Tóner,Computación > Impresión > Insumos de Impresión > Recargas de Tóner,HP,85A,Marca: HP | Modelo: 85A | Modelo alfanumérico: CE285A | Color de la tinta: Negro | Formato de venta: Unidad | Contenido total en peso: 1 kg | Rendimiento en páginas: 25000,https://http2.mlstatic.com/D_NQ_NP_2X_955059-MLV81122361962_122024-F.webp,https://articulo.mercadolibre.com.ve/MLV-820285804-polvo-toner-recarga-1-kg-hp-ce285a-35a-78a-cf283a-canon-128-negro-_JM,https://www.google.com/search?q=%22Venspeed%22%20Venezuela%20Mun.%20Chacao%20(sur)%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:31:24.598Z
MLV792266826,Papel Fotográfico 200gms Tinec A4 20hojas Alta Resolución Blanco,3.35,5,187,1000,0,Sí,lnb2009,MercadoLíder Platinum,1600,100,10000,100,22,https://www.mercadolibre.com.ve/pagina/lnb_2009,"Barquisimeto, Lara","Arte, Papelería y Mercería",Papelería > Comercial y Oficina > Papeles para Impresión,"Arte, Papelería y Mercería > Papelería > Comercial y Oficina > Papeles para Impresión",Tinec,N/A,Marca: Tinec | Tamaño del papel: A4 | Tipo de papel: Fotográfico | Color: Blanco | Cantidad de hojas: 20 | Gramaje: 200 g | Acabado: Brillante,https://http2.mlstatic.com/D_NQ_NP_2X_837383-MLV84781816616_052025-F.webp,https://articulo.mercadolibre.com.ve/MLV-792266826-papel-fotografico-200gms-tinec-a4-20hojas-alta-resolucion-blanco-_JM,https://www.google.com/search?q=%22lnb2009%22%20Venezuela%20Barquisimeto%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:31:30.808Z
MLV700566557,Ups Apc 700 Va + Usb Back Up Avr 120 V Respaldo 1 Hora Nuev Negro,113.99,4.9,107,500,0,Sí,TOTAL TECNO 21 AÑOS DE CALIDAD,MercadoLíder Platinum,1100,100,10000,100,21,https://www.mercadolibre.com.ve/pagina/totaltecno,"Mun. Libertador (Noreste), Distrito Capital",Computación,Protectores y UPS > UPS,Computación > Protectores y UPS > UPS,APC,BVX700,"Marca: APC | Línea: Back-UPS | Modelo: BVX700 | Modelo alfanumérico: BVX700 | Color: Negro | Tipos de producto: UPS | Interfaces de comunicación: USB | Cantidad de tomas: 4 | Tiempo máximo de carga: 10 h | Peso: 3,49 kg | Ancho: 27,4 cm | Profundidad: 10,5 cm | Altura: 13,9 cm | Potencia pico: 700VA | Potencia nominal: 330 VA | Voltaje de entrada: 120V | Voltaje de salida: 120V | Denominación de voltaje: Monovolt | Rango de voltaje de entrada: 92V - 139V | Tipos de alarma sonora: Modo de batería, Batería baja, Sobrecarga | Dispositivos aptos: Computadoras, Electrodomésticos | Con botón de encendido/apagado: Sí | Con indicador LED: Sí | Nivel máximo de ruido: 35 dB | Voltaje de entrada: 120V | Potencia pico: 700VA | Cantidad de tomas: 4",https://http2.mlstatic.com/D_NQ_NP_2X_634391-MLV92964952052_092025-F.webp,https://articulo.mercadolibre.com.ve/MLV-700566557-ups-apc-700-va-usb-back-up-avr-120-v-respaldo-1-hora-nuev-negro-_JM,https://www.google.com/search?q=%22TOTAL%20TECNO%2021%20A%C3%91OS%20DE%20CALIDAD%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:10.232Z
MLV730512665,Termo Vacuum Clásico 800ml Acero Inoxidable,10.8,4.8,957,1000,0,Sí,INVERSIONES RL,MercadoLíder Platinum,2300,100,10000,99,8,https://www.mercadolibre.com.ve/pagina/ronald.mpcoopsitelme,"Mun. Sucre (sur), Distrito Capital",Hogar y Muebles,Cocina > Almacenamiento y Organización > Recipientes Térmicos > Termos,Hogar y Muebles > Cocina > Almacenamiento y Organización > Recipientes Térmicos > Termos,Vacuum,Termo de Acero Inoxidable de 800ml,Marca: Vacuum | Línea: Clásico | Modelo: Termo de Acero Inoxidable de 800ml | Capacidad del termo: 800 mL | Tiempo de conservación de la bebida fría: 6 h | Tiempo de conservación de la bebida caliente: 6 h | Material del interior: Acero inoxidable | Materiales del exterior: Acero | Sistema de apertura de tapa: A rosca | Materiales del exterior: Acero | Marca: Vacuum,https://http2.mlstatic.com/D_NQ_NP_2X_992489-MLV112995913611_062026-F.webp,https://articulo.mercadolibre.com.ve/MLV-730512665-termo-vacuum-clasico-800ml-acero-inoxidable-_JM,https://www.google.com/search?q=%22INVERSIONES%20RL%22%20Venezuela%20Mun.%20Sucre%20(sur)%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:31:26.355Z
MLV796377792,Mini Conector Dc Para Router Power Bank Mini Ups Adaptador,2,4.9,68,500,0,Sí,Vendido por GRUPOVHL,MercadoLíder Platinum,N/A,5,1000,100,15,https://listado.mercadolibre.com.ve/_CustId_50804091,"San Cristóbal,","Electrónica, Audio y Video",Cables > Cables de Red,"Electrónica, Audio y Video > Cables > Cables de Red",Genérica,Genérico,"Marca: Genérica | Modelo: Genérico | Tipo de cable de red: Conector Mini Dc Router Modem | Color: Negro | Largo: 3,8 cm | Conector de entrada: 5.5x2.5mm | Conector de salida: 3.5X1.35mm | Incluye conectores: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_634117-MLV98087092446_112025-F.webp,https://articulo.mercadolibre.com.ve/MLV-796377792-mini-conector-dc-para-router-power-bank-mini-ups-adaptador-_JM,https://www.google.com/search?q=%22Vendido%20por%20GRUPOVHL%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:11.378Z
MLV721081482,Kit De Forros De Silicon Para Carros,9.89,4.8,285,500,0,Sí,Lara Led Auto Partes,MercadoLíder Platinum,1700,100,10000,99,11,https://www.mercadolibre.com.ve/pagina/laraled_ve,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Cubre Volantes,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Cubre Volantes,Lara Led,N/A,"Marca: Lara Led | Número de pieza: 3 | Tipo de vehículo: Carro/Camioneta | Material: Goma | Diámetro externo: 1 "" | Origen: China",https://http2.mlstatic.com/D_NQ_NP_2X_896589-MLV113445844178_072026-F.webp,https://articulo.mercadolibre.com.ve/MLV-721081482-kit-de-forros-de-silicon-para-carros-_JM,https://www.google.com/search?q=%22Lara%20Led%20Auto%20Partes%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:11.960Z
MLV770469688,Goma Tripoide Aveo Corsa Optra Lado Rueda Y Caja 4unidades,10.44,4.8,13,500,0,Sí,AEV IMPORT,MercadoLíder Platinum,650,1000,10000,97,6,https://www.mercadolibre.com.ve/pagina/aevimport7193,"San Diego (San Diego), Carabobo",Accesorios para Vehículos,Repuestos Carros y Camionetas > Suspensión y Dirección > Guardapolvos,Accesorios para Vehículos > Repuestos Carros y Camionetas > Suspensión y Dirección > Guardapolvos,MTV,N/A,Marca: MTV | Número de pieza: 1012-1013 | Material del fuelle: Goma | Origen: Nacional | Tipo de vehículo: Carro/Camioneta,https://http2.mlstatic.com/D_NQ_NP_2X_933759-MLV82967621943_032025-F.webp,https://articulo.mercadolibre.com.ve/MLV-770469688-goma-tripoide-aveo-corsa-optra-lado-rueda-y-caja-4unidades-_JM,https://www.google.com/search?q=%22AEV%20IMPORT%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:12.484Z
MLV567290586,Dermaroller 0.5 Mm Titanio 540 Punta Barba Cabello Original,10,4.9,229,1000,0,Sí,Minov136,MercadoLíder Platinum,920,100,10000,100,21,https://www.mercadolibre.com.ve/tienda/minov136,"Mun. Sucre (norte), Distrito Capital",Estética y Belleza,Otros,Estética y Belleza > Otros,Derma Roller System,N/A,Marca: Derma Roller System | Formato de venta: Unidad | Formato de venta: Unidad | Marca: Derma Roller System,https://http2.mlstatic.com/D_NQ_NP_2X_718911-MLV110944115358_052026-F.webp,https://articulo.mercadolibre.com.ve/MLV-567290586-dermaroller-05-mm-titanio-540-punta-barba-cabello-original-_JM,https://www.google.com/search?q=%22Minov136%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:12.963Z
MLV796465030,Rodillera Extra Acolchada Voleibol Deportiva Protectora,10.4,4.8,240,500,0,Sí,EKNIAS,MercadoLíder Platinum,5500,1000,50000,100,17,https://www.mercadolibre.com.ve/pagina/eknias,"Mun. Sucre (este), Distrito Capital",Deportes y Fitness,Voley > Rodilleras,Deportes y Fitness > Voley > Rodilleras,MacGregor / Jogger,Rodillera acolchada voleibol volibol volleyball deportiva protectora baile danza,Marca: MacGregor / Jogger | Modelo: Rodillera acolchada voleibol volibol volleyball deportiva protectora baile danza | Tipo de rodillera: Deportiva | Formato de venta: Unidad,https://http2.mlstatic.com/D_NQ_NP_2X_808610-MLV95523830750_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-796465030-rodillera-extra-acolchada-voleibol-deportiva-protectora-_JM,https://www.google.com/search?q=%22EKNIAS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:13.987Z
MLV956030008,Papel Sticker Adhesivo 135gms A4 Tinec 50hojas Brillante Blanco,9.99,4.9,149,500,0,Sí,lnb2009,MercadoLíder Platinum,1600,100,10000,100,22,https://www.mercadolibre.com.ve/pagina/lnb_2009,"Barquisimeto, Lara","Arte, Papelería y Mercería",Papelería > Comercial y Oficina > Papeles para Impresión,"Arte, Papelería y Mercería > Papelería > Comercial y Oficina > Papeles para Impresión",Tinec,N/A,Marca: Tinec | Tamaño del papel: A4 | Tipo de papel: Auto-Adhesivo | Color: Blanco | Cantidad de hojas: 50 | Gramaje: 135 g | Acabado: Brillante,https://http2.mlstatic.com/D_NQ_NP_2X_642999-MLV96529628133_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-956030008-papel-sticker-adhesivo-135gms-a4-tinec-50hojas-brillante-blanco-_JM,https://www.google.com/search?q=%22lnb2009%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:14.567Z
MLV701908684,Guantes Gym Ejercicios Gimnasio Pesas Crossfit Calistenia,10.69,4.8,753,1000,0,Sí,BIT404 MARKET,MercadoLíder Platinum,2400,500,10000,99,11,https://www.mercadolibre.com.ve/pagina/bit404market,Mun. Libertador (,"Ropa, Zapatos y Accesorios",Ropa Deportiva > Guantes,"Ropa, Zapatos y Accesorios > Ropa Deportiva > Guantes",Looz,Guantes Fitness,"Marca: Looz | Modelo: Guantes Fitness | Edad: Adultos | Género: Sin género | Materiales: Tejido elástico compuesto, Tela resistente de fibra dura | Con muñequera: Sí | Marca: Looz | Materiales: Tejido elástico compuesto, Tela resistente de fibra dura | Género: Sin género",https://http2.mlstatic.com/D_NQ_NP_2X_758569-MLV48753828423_012022-F.webp,https://articulo.mercadolibre.com.ve/MLV-701908684-guantes-gym-ejercicios-gimnasio-pesas-crossfit-calistenia-_JM,https://www.google.com/search?q=%22BIT404%20MARKET%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:15.131Z
MLV721314650,Seguros Centro Rin Copas Taza Aveo Corsa Optra Runner Méru Plateado,9,4.8,477,1000,0,Sí,AUTO ACCESORIOS DEL CENTRO,MercadoLíder Platinum,3200,100,10000,100,10,https://www.mercadolibre.com.ve/pagina/auto_accesorios_del_centro6506,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Whell Cover Locks,N/A,"Marca: Whell Cover Locks | Número de pieza: 13 | Color: Plateado | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: Metal | Diámetro: 1 "" | Origen: China | Es asegurable: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_932538-MLV104781678091_012026-F.webp,https://articulo.mercadolibre.com.ve/MLV-721314650-seguros-centro-rin-copas-taza-aveo-corsa-optra-runner-meru-plateado-_JM,https://www.google.com/search?q=%22AUTO%20ACCESORIOS%20DEL%20CENTRO%22%20Venezuela%20Barquisimeto%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:30:29.041Z
MLV756611112,Aceite Motor 20w50 Mineral Supreme Sae Api Sp Chevron 946 Ml,10.08,4.7,88,500,0,Sí,Aiko Repuestos,MercadoLíder Platinum,16000,1000,50000,98,8,https://www.mercadolibre.com.ve/tienda/aiko-repuestos,"Mun. Libertador (Sur), Distrito Capital",Accesorios para Vehículos,Lubricantes y Fluidos > Autos y Camionetas > Aceites > Para Motor,Accesorios para Vehículos > Lubricantes y Fluidos > Autos y Camionetas > Aceites > Para Motor,Chevron,CHEVROLET AVEO OPTRA CORSA SPARK RENAULT CLIO CHERY ARAUCA ORINOCO X1 FIAT UNO PALIO SIENA FORD FIESTA MALIBU FAIRLANE CIELO ESPERO RACER MATIZ,Marca: Chevron | Línea: Supreme | Grado de viscosidad: 20W-50 | Volumen de la unidad: 946 mL | Volumen neto: 946 mL | Modelo: CHEVROLET AVEO OPTRA CORSA SPARK RENAULT CLIO CHERY ARAUCA ORINOCO X1 FIAT UNO PALIO SIENA FORD FIESTA MALIBU FAIRLANE CIELO ESPERO RACER MATIZ | Formato de venta: Unidad | Tipo de contenedor: Envase | Modelo detallado: SUPREME SAE | Tipo de aceite de motor: Mineral | Tipo de vehículo: Carro/Camioneta | Código OEM: E2068,https://http2.mlstatic.com/D_NQ_NP_2X_765634-MLV85574903140_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-756611112-aceite-motor-20w50-mineral-supreme-sae-api-sp-chevron-946-ml-_JM,https://www.google.com/search?q=%22Aiko%20Repuestos%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:16.953Z
MLV767625707,Lápiz Lápices De Grafito Mongol - Paper Mate. Mayor Y Detal. Grafito,2,4.8,154,1000,0,Sí,DISTRIBUIDORA EDMIDIMAR CA,MercadoLíder Platinum,1500,100,10000,100,16,https://www.mercadolibre.com.ve/pagina/distribuidoraedmidimar_c.a,"Girardot (Maracay), Aragua","Arte, Papelería y Mercería",Papelería > Escolar > Escritura > Lápices,"Arte, Papelería y Mercería > Papelería > Escolar > Escritura > Lápices",Mongol,Original natural caja gruesa,Marca: Mongol | Modelo: Original natural caja gruesa | Color del trazo: Grafito | Formato de venta: Pack | Unidades por pack: 12 | Tipo de lápiz: Grafito,https://http2.mlstatic.com/D_NQ_NP_2X_882556-MLV112506189563_052026-F.webp,https://articulo.mercadolibre.com.ve/MLV-767625707-lapiz-lapices-de-grafito-mongol-paper-mate-mayor-y-detal-grafito-_JM,https://www.google.com/search?q=%22DISTRIBUIDORA%20EDMIDIMAR%20CA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:17.563Z
MLV915017988,Tapa Centros De Rin De 4runner 2003 2004 2005 2006 2007 2008 Plateado,7.2,4.8,65,500,0,Sí,PROCOMPRAS,MercadoLíder Platinum,2700,500,10000,100,7,https://www.mercadolibre.com.ve/pagina/centro-repuestos,"Mun. Libertador (Noreste), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Genérica,N/A,"Marca: Genérica | Número de pieza: Genérica | Color: Plateado | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Diámetro: 14,5 """,https://http2.mlstatic.com/D_NQ_NP_2X_833902-MLV98925349414_112025-F.webp,https://articulo.mercadolibre.com.ve/MLV-915017988-tapa-centros-de-rin-de-4runner-2003-2004-2005-2006-2007-2008-plateado-_JM,https://www.google.com/search?q=%22PROCOMPRAS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:29:18.122Z
